SongNumber,SongID,TrackID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,Rock,Pop,Electronic,Jazz,Metal,RAndB,Folk,HipHop
206,SORUUEV12A58A7B9FA,TRBGPHG12903CE6CC3,597365,Twist It Babe (1931-1940),ARFXRHR1187B98FF09,32.34973,Bolton MS,-90.45987,Bo Carter,0.0,162.24608,3,0.752,116.083,3,0.508,The Law Gonna Step On You (1931),0,0,0,0,0,0,0,0,0
207,SOCRCJB12A8C1340CD,TRBGWGD128F42418B2,246006,Ignite And Rebuild,ARS03Y81187B98E6ED,41.77593,Manchester CT,-72.52148,Life In Your Way,0.0,198.05995,5,0.818,90.356,7,0.764,When Rules Change,2005,0,0,0,0,0,0,0,0
208,SOHTGBG12A6D4F6390,TRBGWEJ128F1460BEF,25800,Zhen Jin Dian - Hacken Lee 2,ARFERPC1187FB557F6,,,,Hacken Lee,0.0,221.962,3,0.449,138.033,4,0.384,Kan Hai De Ri Zi,0,0,0,0,0,0,0,0,0
211,SODWQCV12A6701F288,TRBGWVI128E0788AE7,10180,22-20s,AR1NJEP1187FB4F4C1,,,,22-20s,0.0,317.46567,6,0.413,133.325,4,0.982,Hold On,2004,1,0,0,0,0,0,0,0
212,SOPEGDX12AB017EA4F,TRBGWQG128F92FB42D,531118,MSB,ARI648V1187B9B5379,,,,Michael Stanley Band,0.0,335.09832,9,0.754,182.721,4,0.386,Take The Time,1982,0,0,0,0,0,0,0,0
213,SOMKHUF12AB0180C5E,TRBGWVU12903CBFBB6,671562,House Candy - Bienvenue a La Discoteque,ARW74FW1187FB554AD,,,,Cookies,0.0,193.69751,6,0.833,125.971,4,0.541,Believe In What I Say,2005,0,0,1,0,0,0,0,0
215,SOGCGLF12AC907171E,TRBGWEG12903CFF7EE,784667,Best of,ARQVZ7F1187FB57CC9,38.34982,Virginia,-81.63262,Twenty 4 Seven,0.0,223.18975,7,0.055,139.91,4,0.508,You Gotta Be Safe,0,0,1,0,0,0,0,0,0
218,SOBNCYQ12AB01876B5,TRBGWWM12903CCE627,676528,Weezer (Rarities Edition),AR633SY1187B9AC3B9,,,,Weezer,0.0,172.14649,6,0.733,104.115,1,0.0,Mykel And Carli,2004,1,1,0,0,0,0,0,0
225,SOFSRCP12CF5CFD696,TRBGCLK128F4237A50,1792,Love Songs,AR9W3X91187FB3994C,51.49271,Chiswick London England,-0.25801,Phil Collins,0.0,392.82893,1,0.0,85.083,4,0.824,Testify,2002,1,1,0,0,0,0,0,0
226,SODKGGR12A58A7DCB2,TRBGCUP12903CCFE38,588902,Ants Remastered Boxset,AR7G5I41187FB4CE6C,51.50853,London England,-0.12574,Adam Ant,0.0,226.5073,0,0.258,82.048,4,0.569,Mohair Locker Room Pin-Up Boys,1998,0,1,0,0,0,0,0,0
227,SOILFHA12AB018A080,TRBGCSM12903C9D9CD,571090,When Angels and Serpents Dance,AR65OLD1187FB5C103,,,,P.o.d,0.0,267.80689,5,0.024,96.98,4,1.0,Kaliforn-Eye-A (Feat. Mike Muir),0,0,0,0,0,1,0,0,0
228,SOHHJYE12A8AE47599,TRBGCAK128F425F3CC,281047,Put Your Hands Up! 4,AR4L4WQ1187FB51996,51.87819,Braintree Essex England,0.55292,The Prodigy,0.0,225.09669,4,0.437,94.234,5,1.0,Firestarter,1996,1,1,1,0,0,0,0,0
230,SOHGJUI12AF72A724F,TRBGIZH128F4252D9E,257676,The Best Of,ARH6W4X1187B99274F,51.75222,Oxford UK,-1.25596,Radiohead,0.0,198.47791,5,0.779,149.492,1,0.526,2 + 2 = 5,2003,1,0,1,0,0,0,0,0
231,SOTZPSF12A8C13BE4F,TRBGIPU128F4290454,107481,Focus  Backstage,AR41O131187FB51448,,,,DJ Isaac,0.0,497.13587,6,0.533,172.371,4,0.86,Focus,0,0,0,1,0,0,0,0,0
232,SOWESXJ12A8C136BEC,TRBGICJ128F427BA9A,290794,Araba,ARY0XD81187FB5CF38,,,,Mustafa Sandal,0.0,202.9971,1,0.959,85.0,4,0.64,Beni Aglatma,0,0,1,0,0,0,0,0,0
233,SOTETYU12A8C1330E3,TRBGIDU128F4241A2E,191749,Abominations,AR2OPWW1187B9A5057,47.60621,Seattle WA,-122.33207,Schoolyard Heroes,0.0,202.00444,0,0.728,117.58,4,0.583,The Last Man On Earth,2007,0,0,0,0,1,0,0,0
234,SOFBNZY12A67ADAE8C,TRBGITL12903CF2662,734778,Mandylion (Deluxe Edition),ARKAL321187B9AD4BE,,,,The Gathering,0.0,348.44689,0,0.167,131.502,4,0.416,Fear The Sea,0,1,0,0,0,1,0,0,0
237,SOXYAJK12AB0182B59,TRBGISL128F9342049,641616,Whatever Gets You Off,ARODHHS1187FB37814,40.5142,Normal IL,-88.99063,The Last Vegas,0.0,237.11302,9,0.342,179.001,4,0.349,Another Lover,2009,1,0,0,0,0,0,0,0
238,SOSGKJE12A6D4F7920,TRBGIAQ128F1483BFE,43052,Damita Jo,ART4QZC1187FB51612,,Los Angeles &amp; New York,,Janet Jackson Featuring Kanye West,0.0,257.14893,2,0.569,191.406,4,0.575,My Baby (Feat. Kanye West),2004,0,1,0,0,0,1,0,0
240,SOCWZCV12A58A7AB87,TRBGSCR128F92FE2AE,614972,Keep Hope Alive EP,ARNRPI31187B9AC699,34.05223,Los Angeles CA,-118.24368,The Crystal Method,0.0,341.08036,7,0.792,188.018,5,1.0,Keep Hope Alive,1995,1,0,1,0,0,0,0,0
242,SOWRXNC12A8C1443EA,TRBGSJX128F92F863D,613074,U.S. Tour '72,ARZCNRW11F50C4A630,,,,Groundhogs,0.0,1023.86893,4,0.327,126.57,3,0.555,Still a Fool,1968,1,0,0,0,0,0,0,0
246,SOZEWXT12A6D4F9917,TRBGSAQ128F1470B41,32993,Tercer Mundo,ARS4KT21187B9B9438,,,,Fito Paez,0.0,284.26404,7,0.506,97.865,4,1.0,Tercer Mundo,1990,0,0,0,0,0,0,0,0
250,SOBEMGL12A6D4F9A50,TRBGSGY128F149BE49,56687,Here's Your Sign: Reloaded,ARHN74X1187B98D79F,29.30135,Galveston TX,-94.7977,Bill Engvall,0.0,132.96281,11,0.058,80.162,7,0.657,Getting Old Sucks (Album Version),0,0,0,0,0,0,0,0,0
252,SOKDVVW12A67ADD8AD,TRBGYVK128F426A0D6,208420,The Very Best Of Euphoric Dance Breakdown,ARSSR8L1187B990BC5,50.67109,Isle of Wight England,-1.32524,Joey Negro,0.0,535.69261,1,0.629,128.319,4,0.809,Make A Move On Me,2005,1,1,1,0,0,1,0,0
256,SOAXGPF12A8AE46554,TRBGYTF128F422F519,236221,Salsa All Stars V,ARHEQ501187FB4F898,,,,Fruko Y Sus Tesos,0.0,264.61995,9,0.915,109.896,4,0.571,La Maquina Del Sabor,0,0,0,0,0,0,0,0,0
259,SODWYEY12AC468C30F,TRBGYHC12903D0626A,608293,Endless Light,AR0JEOI1187B98B918,31.1689,Texas,-100.07715,Erik Berglund,0.0,1815.2224,0,0.573,262.828,7,0.35,Endless Light,0,0,0,0,0,0,0,0,0
260,SOSQPYX12A8C1388EA,TRBGYLV128F4285763,293796,The First Family of Soul: The Best of The Five Stairsteps,ARZE0AG1187FB5BF61,41.85003,Chicago IL,-87.65005,The Five Stairsteps,0.0,132.70159,2,0.565,129.293,1,0.0,Playgirl's Love,0,0,0,0,0,0,1,0,0
261,SOVTZPG12AC468E907,TRBGYDZ12903D075D4,696967,Downtown Church,AR6I54S1187FB48C6B,44.93423,Old Town ME,-68.64531,Patty Griffin,0.0,256.39138,9,0.403,56.184,1,0.0,All Creatures Of Our God And King,2010,0,0,0,0,0,0,0,0
263,SORDHXI12A8C13CAF4,TRBGYCS128F4277187,244846,A Legacy Of Evil,ARPEPWU1187FB55B71,59.13349,Norway  (Sandefjord),10.22291,Limbonic Art,0.0,293.04118,7,0.165,100.209,4,0.286,A Void Of Lifeless Dreams,0,0,0,0,1,1,0,0,0
265,SOCHUHK12A6D4F7883,TRBGMJF128F425E8EA,280978,A Beautiful Lie + 30 Seconds To Mars,ARRBF3M1187FB4D59F,34.05223,Los Angeles CA,-118.24368,30 Seconds To Mars,0.0,277.28934,10,0.696,98.507,4,1.0,End Of The Beginning,2002,1,1,0,0,1,0,0,0
266,SOYJMKO12A8C142B82,TRBGMOG128F92D75BD,322341,Memory And Humanity,AROBHK51187B9AD82B,-33,Wales,146,Funeral For A Friend,0.0,205.16526,2,0.719,134.009,4,0.175,Kicking And Screaming,2008,1,0,0,0,0,0,0,0
269,SOZZUJY12A6D4F5786,TRBGMHU128EF356CB8,78310,Goodbye Bafana,ARQ3VBJ1187FB3FE55,,,,Dario Marianelli,0.0,227.99628,5,0.291,126.615,3,0.417,The Harbour,2007,0,0,0,0,0,0,0,0
271,SOCTLXF12A67AD9399,TRBGMAZ12903CC3707,584842,Le Monde de Pierrot,ARW45YR1187FB3DE95,,,,Pierre Perret,0.0,143.46404,2,0.599,112.032,3,0.331,L'idole des femmes,1994,0,0,0,0,0,0,0,0
272,SOFMGHL12AB017AD79,TRBGMUA128F92E9A1C,386879,King Of Rock,ARX9YIP1187B98A656,,,,RUN-DMC,0.0,266.21342,6,0.0,163.881,4,0.82,Slow And Low,1985,0,0,0,0,0,0,0,0
275,SOPEXAV12A8C144164,TRBGMXY128F92FC2B2,614267,Another Heist,ARXGASQ1187FB3C727,40.84985,New York NY [Bronx],-73.86641,Camp Lo,0.0,267.17995,10,0.243,111.81,5,0.579,Black Connect 3,2009,0,0,0,0,0,0,0,0
279,SOEJLYX12AC468C212,TRBGMWD12903D0F674,746186,Best of 40's and 50's_ Vol. 16,AR7AOEJ1187FB3D279,33.35303,Inverness MS,-90.59005,Little Milton,0.0,175.82975,10,0.0,110.3,4,0.594,Lookin' for My Baby,1994,1,0,0,0,0,0,0,0
281,SOAPTWU12A8C1409CB,TRBGGYE128F42B63AB,309890,Arc Angels,ARWV0Q11187FB4CDCE,30.26715,Austin TX,-97.74306,Arc Angels,0.0,386.79465,8,0.37,125.787,3,0.988,See What Tomorrow Brings,1992,1,0,0,0,0,0,0,0
282,SOVBLUQ12A81C20920,TRBGGRK128F422CA7F,179978,Humppakonsertto,ARWRS4D1187FB3FCD4,,,,Elakelaiset,0.0,67.3171,9,0.768,116.338,1,0.0,Laakista humppa,1995,0,0,0,0,0,0,0,0
284,SOOTBSZ12A8C140223,TRBGGWQ128F42A88CF,305508,Livetime,ARN0DMU1187FB5B63A,39.95233,Philadelphia Pennsylvania,-75.16379,Daryl Hall & John Oates,0.0,216.34567,10,0.0,178.825,4,0.244,Rich Girl,1976,1,1,0,0,0,1,0,0
285,SOCISDR12A58A7EBF3,TRBGGOS128F9307FC5,345794,The Way I Feel,ARKVD621187B9B95FC,,,,Remy Shand,0.0,250.77506,10,0.46,177.963,4,0.917,The Second One,2002,0,0,0,0,0,1,0,0
287,SOBEHXG12A8C138D22,TRBGGBF128F425E4D1,203228,Magic Box,AR7IYVY1187B9A2648,69.65102,Tromso Norway,18.95574,bel canto,0.0,78.49751,7,0.136,106.936,4,1.0,Rumour (Abstract Hip Hop Mix),1996,0,0,0,0,0,0,0,0
289,SOGDAUG12A6701F302,TRBGGFE128E0785AC0,7851,Coral Fang,ARN2ZKL1187FB3972B,37.16793,L.A 	California Estados Unidos ,-95.84502,The Distillers,0.0,129.59302,9,0.078,95.075,7,0.573,Coral Fang (Album Version),2003,1,0,0,0,1,0,0,0
290,SOLBVSR12AB0183E1A,TRBGGOT128F932DC65,462098,Gaitas Platinum,ARJTAZU1187B990051,,,,Maracaibo 15,0.0,171.98975,2,0.331,181.002,1,0.0,18 De Noviembre,0,0,0,0,0,0,0,0,0
292,SOQBAQW12AAF3B35B8,TRBGJIZ128F92E42BC,10223,Chronicles,ARWNGWU124207838D7,,,,Free,0.0,229.56363,2,0.5,165.904,4,0.0,Heartbreaker,1972,1,0,0,0,0,0,0,0
293,SOEEKOU12AB0184A31,TRBGJYY128F930DAEE,450701,Full Blooded Niggaz,ARSPC9J1187B9A7EA1,33.74831,Atlanta GA,-84.39111,Ghetto Mafia,0.0,286.37995,9,0.463,90.049,4,0.57,This Is A Stick Up,0,0,0,0,0,0,0,0,0
296,SOIZHEV12A8C14138B,TRBGJOG12903CC3E93,716669,Sentenciados - Platinum Edition,ARWWPKQ11F4C83D8E2,,,,Baby Rasta & Gringo,0.0,167.36608,4,0.049,122.701,5,0.472,Yo Quiero Contigo,0,0,0,0,0,0,0,0,0
297,SOKMTOP12AC468980A,TRBGJZN12903D0D2FC,699533,Emerald,ARFN4JN1187B98C627,-22.96566,Detroit,18.48617,Bedrock,0.0,501.86404,6,0.041,129.988,4,0.607,Emerald,2004,0,0,0,0,0,0,0,0
300,SOBBQDL12A58A7A988,TRBGJCT128F933A606,467088,Sex Pistols - The Interviews,ARD3LXU1187B9ABFC5,,,,Sex Pistols,0.0,88.73751,2,0.031,190.333,5,0.562,100 Club 1996 ''We Love You Beatles'' - Live,0,0,0,0,0,0,0,0,0
302,SODHTCY12A58A7F125,TRBGJDW128F4292EDB,296589,The Diary Of Alicia Keys,AR52EZT1187B9900BF,40.8079,Harlem New York,-73.9454,Alicia Keys,0.0,255.99955,7,0.267,113.485,3,1.0,Karma,2003,0,1,0,1,0,1,0,1
304,SOSICQR12A8C131756,TRBGJYR128F42371AB,240758,Slidetime,AR1IY3B1187B98B384,39.73926,Brooklyn NY,-89.50409,Joanna Connor,0.0,243.66975,5,0.004,92.471,3,0.619,Money Blues,0,0,0,0,0,0,0,0,0
308,SOTMVUQ12A6BD53721,TRBGTZD128EF34B6C3,72070,Doubt,AR2HXXS1187B9AF3E2,,,,Jesus Jones,0.0,201.16853,2,0.459,66.246,3,0.583,Nothing To Hold Me,1990,1,0,1,0,0,0,0,0
310,SOJQBVB12A8C142CCE,TRBGTPK128F429E5D5,174343,Labor Days,AR6F6I21187FB5A3AA,,,,Aesop Rock,0.0,236.64281,8,0.709,86.918,4,0.788,Coma,2001,0,0,0,0,0,0,0,1
311,SOWICJC12A6D4F918D,TRBGTNZ128F1481BBD,41797,2 Em 1 (Dois Em Um),ARV6QHT1187FB5537A,,,,Nana Caymmi,0.0,233.24689,4,0.505,99.133,4,0.0,Palavras,0,0,0,0,0,0,0,0,0
313,SOTIBYV12A8C135CF7,TRBDVCW128F427C875,291456,Star Live Concert,ARZ8IPU1187FB38846,,,,A-Mei,0.0,71.88853,1,0.089,120.232,4,0.782,Intro,2008,0,0,0,0,0,0,0,0
314,SODYGKH12AB0181F88,TRBDVFB128F9339FCC,466924,Malagueña,AR6HAZT1187FB4A3AA,35.48703,Ozark AR,-93.8277,Roy Buchanan,0.0,179.93098,3,0.026,77.806,7,0.856,Chowbay,0,1,0,0,0,0,0,0,0
315,SOOQDTX12A6701F09A,TRBDVJF128E078894B,10149,Rarities & B-Sides,ARN5NHX1187FB4F755,41.88415,Chicago IL,-87.63241,The Smashing Pumpkins,0.0,399.98649,7,0.737,66.41,4,1.0,Soot and Stars,2001,1,0,0,0,0,0,0,0
317,SOGBXYT12A8C1443DB,TRBDVZL128F92F579F,611775,Stukas Over Disneyland,ARFONKU11F4C8431CC,,,,Dickies,0.0,216.94649,11,0.527,94.0,4,0.581,Pretty Please Me,0,1,0,0,0,0,0,0,0
318,SOYDZAD12A67020BDB,TRBDVLN128E078C6FB,13139,High Time,ARB336A1187B9A4583,42.25147,Lincoln Park MI,-83.18186,MC5,0.0,381.30893,2,0.5,171.944,7,0.57,FutureNow (LP Version),1971,0,0,0,0,0,0,0,0
321,SOKJUBL12A8C13760D,TRBDVVT128F4279D11,289490,At The Speed Of Life,AR49IQD1187FB37EA7,34.05223,Los Angeles CA,-118.24368,Xzibit,0.0,252.99546,8,0.502,90.998,4,0.983,Carry The Weight,1996,0,0,0,0,0,0,0,1
325,SOKWYNS12A8AE47330,TRBDHQV128F4229B78,233969,The Searchers - Original Film Soundtrack,ARJRF841187B9B7F9A,48.20254,Vienna Austria,16.3688,Max Steiner,0.0,51.48689,9,0.578,64.798,1,0.0,Laurie And Martin,0,0,0,0,0,0,0,0,0
328,SOCTRKD12A8AE47E96,TRBDHDP128F422931B,233801,Fervor  Lost & Found,ARWIN9D1187B98E544,,,,Jason & The Scorchers,0.0,154.8273,7,0.868,175.945,4,0.291,If Money Talks,1985,0,0,0,0,0,0,0,0
335,SOKZTHA12A8C134830,TRBDHKL128F426BE45,265313,Good Girl Gone Bad: Reloaded,ARKU3Z61187FB51DCA,13.11199,St Michael Barbados ,-59.59895,Rihanna,0.0,213.26322,5,0.609,94.987,4,1.0,Good Girl Gone Bad,2007,0,1,0,0,0,1,0,1
337,SOEWLHT12AB0185559,TRBDHSQ12903CDB3E8,815268,First Recordings,AR7TTS41187B9B42D3,34.36401,Oxford MS,-89.51877,R.L. Burnside,0.0,196.88444,0,0.326,107.601,1,0.0,Rollin' and Tumblin',2001,0,0,0,1,0,1,1,0
338,SOVOBMR12A8C133961,TRBDHUR128F423EC48,189887,Sweet F.A.,ARV91AY1187FB52E52,,,,Love and Rockets,0.0,311.19628,5,0.774,97.036,4,1.0,Sweet Lover Hangover,1996,1,0,0,0,0,0,0,0
339,SOWBQRV12A58A7B9A4,TRBDBXO128F42B3E45,309090,Nolwenn Leroy,ARO9XCZ1187B99C255,48.43434,St. Renan France,-4.62141,Nolwenn Leroy,0.0,201.22077,1,0.031,81.689,4,0.793,Etre Une Femme,2003,0,1,0,0,0,0,0,0
342,SOQHZTG12A58A79385,TRBDBRX128F92F6E19,529656,Music For Lovers,ARHB1961187B9B1732,34.05349,California - LA,-118.24532,Kofi,0.0,177.21424,11,0.485,163.921,4,0.373,I'm Just A Girl,0,0,0,0,0,0,0,0,0
343,SOJCVRV12AF729F1B6,TRBDBVM128F427BCC9,98257,The Crimson Idol,ARTSGR41187B9912C6,,,,W.A.S.P.,0.0,276.71465,8,0.343,116.815,4,0.982,Phantoms In The Mirror,1992,1,0,0,0,1,0,0,0
344,SOMOWDB12AF72A8AE2,TRBDBJM128F1456D2D,22451,On The Cover,ARBOG0H1187B99F775,47.565,Bremerton WA,-122.62569,MxPx,0.0,215.24853,5,0.854,171.693,4,0.928,Drum Machine Joy,1995,0,0,0,0,0,0,0,0
346,SODNUSO12A8C13A9FE,TRBDBWW128F426D386,204348,All Ages,AR46CAD1187FB4D84B,34.05349,Los Angeles Ca,-118.24532,Bad Religion,0.0,141.19138,4,0.318,161.071,4,0.719,Flat Earth Society (Album Version),1995,1,0,0,0,0,0,0,0
348,SOCGIWH12A8AE4704F,TRBDBGX128F92F3BC9,391849,London Calling (Legacy Edition),AR13CXU1187B9AD30A,51.52328,London England,-0.21346,The Clash,0.0,227.57832,0,0.58,141.004,4,0.104,Death Or Glory,1979,1,1,0,0,0,0,0,0
355,SOFBWHA12A8C13A6C8,TRBDOAR128F42618B7,253942,Mandali,ARDNW1B1187FB4ABBB,,,,Africando All Stars,0.0,274.25914,0,0.931,167.677,4,0.577,Mopao,2003,0,0,0,0,0,0,0,0
356,SORKBDW12AAF3B46A0,TRBDOBL128F933B262,509856,Fania All-Stars - Rhythm Machine,ARIWQYF11F4C8427FF,,,,Fania All Stars,0.0,294.55628,6,0.479,93.373,4,0.331,Peanuts (The Peanut Vendor),0,0,0,0,0,0,0,0,0
358,SOPBDIT12A6D4FD5CC,TRBDOTZ128F422A961,125853,Right here Waiting,ARCF2WB1187FB54132,-24.9162,AUSTRALIA,133.39311,Lightforce,0.0,397.26975,0,0.469,140.026,4,0.416,Right here Waiting,0,0,0,0,0,0,0,0,0
361,SOOJUIE12A81C212C2,TRBDOGK128F42372FD,132634,White People,ARNWZ1N1187B9B71BA,,,,Handsome Boy Modeling School,0.0,384.70485,11,0.474,118.241,4,0.31,Rock And Roll (Could Never Hip Hop Like This) Part 2 featuring Lord Finesse_ Mike Shonoda_ Chester Bennington_ Rahzel_ Qbert_ Grand Wizard Theodore & Jazzy Jay (Instrumental),2004,0,0,0,0,0,0,0,1
363,SOUHNOH12AB01889AF,TRBDOMM12903CA0A9B,572106,Les Fleurs & Other Favorites (Digitally Remastered),ARR2BHS1187B9B8FA7,,,,Minnie Riperton,0.0,212.13995,10,0.417,109.474,4,0.794,Completeness,1970,0,0,0,1,0,1,0,0
366,SOOSBQP12A8C1353B6,TRBDOFA128F427C09D,290264,The Remixes,ARKSZW81187B9B695D,40.71455,New York New York,-74.00712,Mariah Carey,0.0,652.40771,2,0.508,121.884,4,1.0,Anytime You Need A Friend,1993,0,1,0,0,0,1,0,0
368,SOHXCVP12A81C1FC64,TRBDOGI128F4252243,145265,Stormblåst 2005,ARLSF8H1187B9A76B0,59.91273,Oslo Norway,10.74609,Dimmu Borgir,0.0,331.04934,10,0.035,90.438,3,0.72,Broderskapets ring,1996,0,0,0,0,1,0,0,0
373,SOSSOBZ12AF72A294F,TRBDEXM128F4291A7F,223562,The Red Album,ARKLA8V1187B999B68,,,,Baroness,0.0,269.71383,0,0.621,162.019,1,0.0,Wanderlust,2007,1,0,0,0,1,0,0,0
374,SOZZIEB12A8C1427FD,TRBDENB128F42B7798,310248,BTNHRESURRECTION,ARUZRFN1187B98AC05,41.4995,Cleveland OH,-81.69541,Bone Thugs-N-Harmony,0.0,266.05669,4,0.199,187.958,4,0.442,2 Glocks,2000,0,0,0,0,0,0,0,0
375,SONXOVG12A6D4FC104,TRBDETQ128F14B0CDD,65559,Our Flesh Deception,ARNI8K81187FB423C7,,,,Human Disease,0.0,190.79791,9,0.908,140.052,4,0.725,Gold Flames Of Angels,2004,0,0,0,0,0,0,0,0
377,SOBBFWL12A8C140087,TRBDQUF128F42AE54C,307980,Rang De Basanti,ARAA1VM1187B994013,,,,Daler Mehndi;Chitra,0.0,363.80689,7,0.417,105.026,4,0.692,Rang De Basanti,0,0,0,0,0,0,0,0,0
378,SOSBJFI12A58A791C9,TRBDQVN128F425CF6D,149972,Contacto,ARZ3U0K1187B999BF4,,,,Cabas,0.0,284.31628,4,0.653,106.361,3,1.0,Machuca,0,0,0,0,0,0,0,0,0
380,SODOBSS12AC9072A5E,TRBDQIR12903CF0C9C,600937,Walking The Blues,AR243ZT1187B9A98D2,32.29869,Jackson MS,-90.18049,Otis Spann,0.0,283.29751,9,0.658,113.838,3,0.891,Half Ain't Been Told,1989,0,0,0,0,0,0,0,0
382,SOUKZLZ12A6D4F869D,TRBDQUL128F14933F1,52382,Babel - Music From And Inspired By The Motion Picture,ARM4J201187B9B8B3B,-34.60852,Buenos Aires Argentina,-58.37354,Gustavo Santaolalla,0.0,117.18485,2,0.267,90.463,3,1.0,The Blinding Sun,2006,0,0,1,0,0,0,0,0
384,SOFGXIF12A670215E4,TRBDQLL128E078B757,12687,The Sound Of White - U.S. Version,AROOKC21187B9AE85C,-37.81753,Melbourne Australia,144.96715,Missy Higgins,0.0,225.14893,5,0.295,92.761,4,0.197,Ten Days (Album Version),0,0,0,0,0,0,0,0,0
386,SODNYAB12A8C145644,TRBDAXF128F92F6565,598477,Life On D-Block,AR6GR981187FB5184A,42.08343,BROCKTON Massachusetts,-71.01838,Sheek Louch,0.0,64.65261,8,0.085,157.696,4,1.0,Die Slow,2009,0,0,0,0,0,0,0,1
387,SOAPQSY12A6310E055,TRBDANT128E0782452,1156,Dead Letter Office: The I.R.S. Years Vintage 1987,ARR6LWJ1187FB44C8B,33.96095,Athens GA,-83.37794,R.E.M.,0.0,340.11383,2,0.496,153.833,1,0.0,Stumble,1982,1,1,0,0,0,0,0,0
389,SOFCVXH12AB0184394,TRBDAID128F92E88C6,434990,2006 International Barbershop Quartet Contest - First Round - Volume 3,ARH6S8I1187B9893FB,38.8991,Washington,-77.029,The Allies,0.0,213.13261,0,0.514,72.777,4,0.939,Bewitched_ Bothered & Bewildered,0,0,0,0,0,0,0,0,0
390,SOPZYXX12A8C1316F8,TRBDAVU128F423814A,241148,Lost Highway,ARDVZTE1187FB5A0A1,40.45927,Sayreville NJ,-74.36098,Bon Jovi,0.0,318.09261,6,0.594,141.223,4,0.273,Till We Ain't Strangers Anymore,2008,1,1,0,0,1,0,0,0
392,SOEYFZV12A8C13C4A7,TRBDKOV128F4290943,299049,Live - In Concert,ARO5T1P1187B9AC680,40.65507,Brooklyn New York,-73.94888,Lou Reed,0.0,211.66975,9,0.876,154.038,4,0.518,Sally Can't Dance,1974,1,1,0,0,0,1,0,0
397,SODZKJX12A81C22F9D,TRBDKVO128F4225656,231115,Bloody Money,ARRGJY81187B9B2878,39.76618,Indiana,-86.44105,J-MACK,0.0,231.81016,4,0.719,180.253,4,0.651,World Wind,0,0,0,0,0,0,0,0,1
398,SOESTLI12A6D4F6E53,TRBDKQI128F1465028,27233,Closer,ARYG6CU1187FB3852B,,,,Milk Inc.,0.0,202.10893,0,0.267,140.017,1,0.0,Nothing To You,2003,0,0,1,0,0,0,0,0
400,SOPVVJD12A58A7CA8D,TRBDUSM128F9339A13,420743,Infinite Love Songs,ARS0W831187B9AF0B7,,,,Maximilian Hecker,0.0,295.60118,2,0.876,65.941,4,0.0,Let Me Out,2001,1,0,0,0,0,0,0,0
401,SOJZBCP12A67ADA093,TRBDUXD128F148328A,42565,The Dutchess,ARMRCET1187FB52049,33.99363,Hacienda Heights CA,-117.97092,Fergie,0.0,293.19791,11,0.238,150.003,4,0.463,Velvet,0,0,1,0,1,0,1,0,1
404,SOYJMPE12A6D4F4BB6,TRBDUWE128EF3583EA,78918,The Trashcan Electric E.P.,ARAFRFP1187FB4230B,,,,Williamson,0.0,223.81669,11,0.908,140.003,4,0.0,Cool People Make Me Tired,2005,0,0,0,0,0,0,0,0
409,SOPDRUR12AB0182EC1,TRBDUMD128F9327534,629292,Sans Fusils_ Ni Souliers_ A Paris: Martha Wainwright's Piaf Record,ARRWAD71187FB3FE44,40.71455,NY - New York City,-74.00712,Martha Wainwright,0.0,287.08526,10,0.513,82.124,7,0.74,C'est Toujours la Même Histoire,2009,0,0,0,0,0,0,0,0
411,SOGHXZH12A8C1388B9,TRBDXIM128F427ABDA,289547,Invincible,ARXPPEY1187FB51DF4,,,,Michael Jackson,0.0,289.38404,11,0.476,117.362,4,1.0,Heaven Can Wait,2001,0,1,0,0,0,1,0,0
414,SOHZXUO12A6D4FBD73,TRBDXDO128F14A1CD1,59374,Fun With Dick And Jane,ARPWZPV1187FB51DCF,,,,Theodore Shapiro,0.0,82.31138,0,0.0,124.894,4,0.551,The Big Stall,2006,0,0,0,0,0,0,0,0
417,SOFZBND12AB0182D9A,TRBDXIX128F93256CB,546401,Rock It,ARZRR0M1187FB3EE0A,,,,Sub Focus,0.0,214.83057,8,0.038,86.991,4,0.378,Follow The Light (Radio Edit),2009,0,0,0,0,0,0,0,0
419,SOMUFQB12A81C22FA9,TRBDXOD128F422C47B,179843,Sanfona,ARO81XD1187FB38096,,,,Egberto Gismonti,0.0,1.2273,0,0.0,0.0,3,0.0,Carta De Amor,1981,0,0,0,0,0,0,0,0
424,SOWYXUZ12A6D4FA2AC,TRBDRHL128F1474BBC,35009,Army Of One,AR8360R1187FB47C18,51.50632,London England,-0.12714,Cass Fox,0.0,254.30159,2,0.731,89.481,4,0.47,Army Of One,0,0,0,0,0,0,0,0,0
425,SOAMYXR12A8C13A8AF,TRBDRIT128F42929A1,296638,Beats_ Rhymes & Life,AR4WHYC1187B9896E7,40.68149,Queens NY,-73.83652,A Tribe Called Quest,0.0,215.27465,10,0.0,95.192,4,1.0,Get A Hold,1996,0,0,0,0,0,1,0,1
426,SOYJNHO12AB01856DC,TRBDRIN128F9308ABF,346208,20 Años,ARAMIDF1187FB3D8D4,,,,Alejandro Lerner,0.0,267.31057,5,0.316,128.48,1,0.452,Todo A Pulmón,1998,0,0,0,0,0,0,0,0
